1 	13305 
2 	23244 
3 	26297 
1 	14219 
2 	22142 
3 	30725 
1 	14358 
2 	28500 
3 	31947 
1 	14876 
2 	30349 
3 	26085 
1 	14594 
2 	34244 
3 	27948 
1 	16377 
2 	27248 
3 	36327 
1 	15394 
2 	26598 
3 	28605 
1 	14830 
2 	41269 
3 	26654 
1 	12631 
2 	24484 
3 	32456 
1 	12109 
2 	27372 
3 	28106 
1 	13603 
2 	27199 
3 	29917 
1 	12818 
2 	21572 
3 	32712 
1 	15360 
2 	25820 
3 	27232 
1 	14297 
2 	25407 
3 	30054 
1 	14015 
2 	23393 
3 	27480 
1 	14136 
2 	24318 
3 	31669 
1 	14885 
2 	24238 
3 	30994 
1 	15174 
2 	28646 
3 	25387 
1 	15333 
2 	20713 
3 	25107 
1 	15691 
2 	19984 
3 	20086 
1 	15144 
2 	20823 
3 	22553 
1 	15476 
2 	21322 
3 	23231 
1 	15752 
2 	23136 
3 	25792 
1 	13069 
2 	19597 
3 	26704 
1 	15636 
2 	23114 
3 	23443 
1 	14712 
2 	23187 
3 	24936 
1 	15464 
2 	21959 
3 	25427 
1 	11946 
2 	18873 
3 	23302 
1 	12141 
2 	19580 
3 	26814 
1 	16588 
2 	19493 
3 	21852 
1 	15509 
2 	18644 
3 	24736 
1 	14621 
2 	22392 
3 	23331 
1 	14331 
2 	18208 
3 	23679 
1 	13234 
2 	22320 
3 	23012 
1 	14274 
2 	18678 
3 	23260 
1 	13246 
2 	20997 
3 	21486 
1 	13434 
2 	20250 
3 	26406 
1 	14239 
2 	19543 
3 	22625 
1 	14368 
2 	18404 
3 	23898 
1 	12375 
2 	16961 
3 	25720 
1 	12502 
2 	22458 
3 	26631 
1 	14417 
2 	18715 
3 	18718 
1 	13816 
2 	20221 
3 	22926 
1 	15144 
2 	19174 
3 	23123 
1 	13786 
2 	19622 
3 	20776 
1 	15311 
2 	18317 
3 	21070 
1 	13780 
2 	18919 
3 	23484 
1 	12794 
2 	18242 
3 	13712 
1 	13087 
2 	21872 
3 	21276 
1 	15235 
2 	20837 
3 	22752 
1 	15006 
2 	16305 
3 	21442 
1 	12798 
2 	18724 
3 	22864 
1 	13879 
2 	19688 
3 	22446 
1 	12327 
2 	20487 
3 	27387 
1 	14072 
2 	16269 
3 	20622 
1 	13586 
2 	20467 
3 	22698 
1 	12876 
2 	21208 
3 	21988 
1 	13620 
2 	16373 
3 	22311 
1 	13472 
2 	22189 
3 	25281 
1 	14576 
2 	20845 
3 	24904 
1 	13635 
2 	20262 
3 	22864 
1 	15502 
2 	23712 
3 	26219 
1 	14126 
2 	20033 
3 	22074 
1 	14014 
2 	15324 
3 	16447 
1 	15889 
2 	18530 
3 	23196 
1 	14316 
2 	25384 
3 	24079 
1 	247359 
2 	366098 
3 	386541 
1 	14250 
2 	21681 
3 	24936 
1 	14705 
2 	18402 
3 	27897 
1 	14835 
2 	19788 
3 	22278 
1 	13665 
2 	20026 
3 	22771 
1 	12362 
2 	22864 
3 	25125 
1 	14269 
2 	22136 
3 	25345 
1 	11831 
2 	21985 
3 	25100 
1 	13251 
2 	24330 
3 	24948 
1 	11981 
2 	22182 
3 	32619 
1 	14441 
2 	26935 
3 	29471 
1 	14824 
2 	19930 
3 	24032 
1 	16151 
2 	19391 
3 	27171 
1 	13653 
2 	22726 
3 	25419 
1 	13592 
2 	23254 
3 	23376 
1 	13995 
2 	24984 
3 	26303 
1 	12969 
2 	23733 
3 	26144 
1 	13453 
2 	20721 
3 	24908 
1 	12840 
2 	25367 
3 	24159 
1 	10445 
2 	15686 
3 	28481 
1 	13026 
2 	20297 
3 	25609 
1 	13842 
2 	21765 
3 	27200 
1 	13718 
2 	25897 
3 	24478 
1 	15193 
2 	23604 
3 	24912 
1 	13627 
2 	17285 
3 	24486 
1 	14028 
2 	20450 
3 	25871 
1 	15382 
2 	23509 
3 	24407 
1 	16596 
2 	21407 
3 	25889 
1 	14012 
2 	21958 
3 	24540 
1 	11910 
2 	26037 
3 	20975 
1 	16498 
2 	25352 
3 	36290 
1 	11850 
2 	21991 
3 	26942 
1 	12590 
2 	18194 
3 	23087 
1 	12085 
2 	19977 
3 	20354 
1 	12939 
2 	17036 
3 	22242 
1 	13791 
2 	17363 
3 	24569 
1 	13299 
2 	18328 
3 	20962 
1 	13187 
2 	15129 
3 	19311 
1 	15387 
2 	17140 
3 	18283 
1 	14748 
2 	19155 
3 	23985 
1 	11223 
2 	17002 
3 	21144 
1 	12895 
2 	17954 
3 	25161 
1 	13257 
2 	18193 
3 	22534 
1 	12678 
2 	20742 
3 	25985 
1 	14605 
2 	24412 
3 	26388 
1 	13425 
2 	17814 
3 	24932 
1 	14051 
2 	18786 
3 	20210 
1 	14020 
2 	23243 
3 	29003 
1 	14395 
2 	21508 
3 	22920 
1 	13788 
2 	20547 
3 	25432 
1 	14561 
2 	20168 
3 	23984 
1 	14958 
2 	23585 
3 	23547 
1 	14059 
2 	20059 
3 	19810 
1 	15037 
2 	16961 
3 	20086 
1 	13000 
2 	22161 
3 	21298 
1 	12778 
2 	20468 
3 	26442 
1 	235816 
2 	6629 
3 	333424 
1 	15223 
2 	21894 
3 	27207 
1 	13233 
2 	21161 
3 	29002 
1 	14686 
2 	19587 
3 	24297 
1 	15180 
2 	24140 
3 	24919 
1 	14135 
2 	21996 
3 	28594 
1 	12189 
2 	22284 
3 	26652 
1 	13552 
2 	21047 
3 	26630 
1 	13771 
2 	18442 
3 	26333 
1 	10851 
2 	21426 
3 	24395 
1 	13846 
2 	19762 
3 	30782 
1 	13014 
2 	22802 
3 	21723 
1 	14712 
2 	18654 
3 	27354 
1 	14663 
2 	20199 
3 	26605 
1 	13791 
2 	18431 
3 	31305 
1 	13315 
2 	23771 
3 	27869 
1 	12333 
2 	25360 
3 	26876 
1 	12755 
2 	24768 
3 	27000 
1 	12419 
2 	23519 
3 	25167 
1 	12571 
2 	27794 
3 	30543 
1 	13799 
2 	27886 
3 	28942 
1 	13000 
2 	24597 
3 	23639 
1 	11098 
2 	23694 
3 	27871 
1 	12911 
2 	23349 
3 	26705 
1 	13400 
2 	24825 
3 	28413 
1 	14360 
2 	30511 
3 	28201 
1 	12507 
2 	27012 
3 	34083 
1 	14942 
2 	25468 
3 	30009 
1 	12886 
2 	24588 
3 	24141 
1 	14755 
2 	28145 
3 	30946 
1 	12836 
2 	25068 
3 	25302 
1 	12963 
2 	23578 
3 	32084 
1 	14080 
2 	25285 
3 	32605 
1 	14143 
2 	20597 
3 	19817 
1 	12378 
2 	26416 
3 	25085 
1 	13306 
2 	22525 
3 	25360 
1 	13587 
2 	21697 
3 	29091 
1 	13562 
2 	24954 
3 	26559 
1 	12830 
2 	28965 
3 	26877 
1 	13948 
2 	19617 
3 	24246 
1 	14612 
2 	23413 
3 	22970 
1 	13741 
2 	19682 
3 	27640 
1 	11912 
