1,47128
2,95578
3,60141
1,31152
2,1.3125e+05
3,1.1868e+05
1,25914
2,1.3896e+05
3,24805
1,22367
2,58659
3,26288
1,22795
2,80318
3,20885
1,25914
2,1.3896e+05
3,30036
1,15865
2,1.673e+05
3,1.9833e+05
1,13530
2,1.5457e+05
3,1.4922e+05
1,16459
2,1.4171e+05
3,1.6529e+05
1,13051
2,2.4632e+05
3,3.9175e+05
1,14843
2,2.5539e+05
3,3.8819e+05
1,14558
2,32967
3,70109
1,23226
2,40019
3,21617
1,38184
2,48520
3,24664
1,18624
2,1.2249e+05
3,24717
1,23775
2,1.7778e+05
3,75935
1,14198
2,67817
3,23602
1,17072
2,32789
3,23012
1,23226
2,41539
3,22430
1,13874
2,2.0396e+05
3,1.217e+05
1,15969
2,2.2565e+05
3,3.2764e+05
1,11847
2,1.3236e+05
3,1.4395e+05
1,23775
2,1.7778e+05
3,74641
1,14198
2,64523
3,23602
1,15020
2,2.2565e+05
3,3.2764e+05
1,14133
2,82442
3,2.628e+05
1,12928
2,52842
3,93089
1,14905
2,65306
3,1.0813e+05
1,56080
2,31422
3,33314
1,21426
2,1.1914e+05
3,1.2958e+05
1,41615
2,46218
3,25077
1,28074
2,19577
3,21282
1,21426
2,1.1914e+05
3,1.2958e+05
1,41615
2,46218
3,25415
1,17646
2,47528
3,21088
1,12779
2,95284
3,1.0936e+05
1,12332
2,1.4009e+05
3,2.4652e+05
1,21426
2,1.2241e+05
3,1.2958e+05
1,12067
2,1.4004e+05
3,2.9263e+05
1,14828
2,2.717e+05
3,2.542e+05
1,17161
2,55088
3,19962
1,19600
2,1.4498e+05
3,1.0529e+05
1,23417
2,48374
3,18270
1,16885
2,1.4373e+05
3,57615
1,18105
2,1.6458e+05
3,2.1455e+05
1,23092
2,99541
3,64747
1,33344
2,77767
3,84770
1,60215
2,22242
3,25610
1,26152
2,1.6299e+05
3,1.4604e+05
1,48554
2,21456
3,23964
1,17033
2,26912
3,18969
1,14566
2,1.5859e+05
3,1.2114e+05
1,17161
2,55088
3,19962
1,15405
2,70421
3,1.8692e+05
1,12068
2,1.5968e+05
3,2.5979e+05
1,18246
2,1.4563e+05
3,99619
1,12240
2,1.24e+05
3,2.3088e+05
1,14196
2,80448
3,40770
1,13575
2,1.8438e+05
3,4.0646e+05
1,14154
2,1.631e+05
3,55501
1,13646
2,1.6038e+05
3,2.4495e+05
1,17423
2,78178
3,80442
1,7233
2,48337
3,1.3965e+05
1,22318
2,20031
3,19537
1,29952
2,21381
3,21310
1,27447
2,1.3907e+05
3,1.3233e+05
1,14271
2,2.0556e+05
3,3.7723e+05
1,13205
2,2.5709e+05
3,3.3998e+05
1,12946
2,91267
3,1.8931e+05
1,15214
2,1.1058e+05
3,1.6432e+05
1,14052
2,1.0389e+05
3,1.0531e+05
1,12859
2,34110
3,45864
1,18618
2,71126
3,22146
1,35216
2,1.1184e+05
3,1.3926e+05
1,34548
2,49014
3,19531
