1 	13359 
2 	24837 
3 	27848 
1 	13884 
2 	24320 
3 	23790 
1 	12713 
2 	24891 
3 	27387 
1 	12522 
2 	21697 
3 	28265 
1 	12843 
2 	26396 
3 	21452 
1 	12092 
2 	25884 
3 	27234 
1 	12160 
2 	27381 
3 	27841 
1 	13037 
2 	17088 
3 	27963 
1 	12709 
2 	24661 
3 	25294 
1 	14185 
2 	24664 
3 	24176 
1 	14030 
2 	18521 
3 	26342 
1 	14456 
2 	41337 
3 	26284 
1 	14115 
2 	20491 
3 	24517 
1 	16228 
2 	19479 
3 	20401 
1 	17236 
2 	22071 
3 	24474 
1 	16182 
2 	28537 
3 	30162 
1 	12180 
2 	30733 
3 	19429 
1 	13433 
2 	26065 
3 	32366 
1 	14049 
2 	23993 
3 	26297 
1 	14628 
2 	22769 
3 	26203 
1 	16299 
2 	29904 
3 	26451 
1 	16493 
2 	20478 
3 	25016 
1 	15426 
2 	22751 
3 	26257 
1 	14577 
2 	34750 
3 	29642 
1 	15953 
2 	22404 
3 	23100 
1 	15526 
2 	24778 
3 	28568 
1 	13860 
2 	26486 
3 	26596 
1 	15503 
2 	23053 
3 	31240 
1 	14585 
2 	24003 
3 	33990 
1 	13391 
2 	25273 
3 	26627 
1 	16996 
2 	23802 
3 	27507 
1 	15013 
2 	31567 
3 	29052 
1 	14676 
2 	22928 
3 	26362 
1 	15130 
2 	30744 
3 	30109 
1 	13512 
2 	29892 
3 	25202 
1 	15953 
2 	45927 
3 	29473 
1 	15557 
2 	33778 
3 	24488 
1 	16309 
2 	20855 
3 	33205 
1 	14984 
2 	36484 
3 	26110 
1 	14304 
2 	24212 
3 	28387 
1 	13888 
2 	29082 
3 	24530 
1 	15097 
2 	16983 
3 	21651 
1 	14036 
2 	26993 
3 	31213 
1 	14150 
2 	25990 
3 	22840 
1 	14385 
2 	22147 
3 	25145 
1 	13338 
2 	14390 
3 	18936 
1 	14671 
2 	26170 
3 	20989 
1 	15224 
2 	18625 
3 	24117 
1 	16311 
2 	25375 
3 	20700 
1 	14691 
2 	25187 
3 	25452 
1 	15172 
2 	22671 
3 	23158 
1 	16333 
2 	26250 
3 	25707 
1 	15069 
2 	25043 
3 	21074 
1 	14927 
2 	27932 
3 	30089 
1 	14485 
2 	27157 
3 	33171 
1 	13901 
2 	31981 
3 	30677 
1 	16182 
2 	32537 
3 	33148 
1 	14526 
2 	25446 
3 	27859 
1 	16138 
2 	23532 
3 	31137 
1 	15786 
2 	23331 
3 	28378 
1 	14664 
2 	21160 
3 	34920 
1 	15622 
2 	30128 
3 	32259 
1 	16600 
2 	24147 
3 	25257 
1 	15421 
2 	23986 
3 	19967 
1 	15830 
2 	22049 
3 	25028 
1 	15230 
2 	34752 
3 	26351 
1 	14958 
2 	35311 
3 	45262 
1 	15769 
2 	24924 
3 	24860 
1 	16831 
2 	31152 
3 	29259 
1 	14820 
2 	23602 
3 	22958 
1 	13784 
2 	26232 
3 	35365 
1 	14240 
2 	24768 
3 	27518 
1 	15167 
2 	25924 
3 	23258 
1 	14795 
2 	22440 
3 	24880 
1 	13964 
2 	33518 
3 	26276 
1 	16304 
2 	31107 
3 	24250 
1 	15185 
2 	21667 
3 	26005 
1 	14371 
2 	20590 
3 	18907 
1 	17764 
2 	27315 
3 	22080 
1 	18320 
2 	25893 
3 	22459 
1 	13555 
2 	26480 
3 	25570 
1 	14440 
2 	24502 
3 	26242 
1 	15361 
2 	24688 
3 	22046 
1 	13674 
2 	36264 
3 	24416 
1 	14144 
2 	20210 
3 	28386 
1 	15564 
2 	19576 
3 	32298 
1 	16232 
2 	35602 
3 	26517 
1 	15044 
2 	26240 
3 	18835 
1 	14408 
2 	26824 
3 	23600 
1 	15616 
2 	23475 
3 	26109 
1 	16022 
2 	23094 
3 	25791 
1 	16120 
2 	20811 
3 	21993 
1 	17625 
2 	20095 
3 	18930 
1 	16123 
2 	25610 
3 	23333 
1 	17188 
2 	28385 
3 	279887 
1 	14203 
2 	22262 
3 	24012 
1 	16054 
2 	41754 
3 	31335 
1 	16869 
2 	37562 
3 	24555 
1 	16082 
2 	33552 
3 	26225 
1 	17447 
2 	21741 
3 	23807 
1 	16140 
2 	26523 
3 	23853 
1 	15193 
2 	24162 
3 	22216 
1 	15109 
2 	30584 
3 	26292 
1 	15203 
2 	30813 
3 	23939 
1 	14803 
2 	24794 
3 	28614 
1 	15012 
2 	28627 
3 	26091 
1 	16538 
2 	23449 
3 	23988 
1 	15506 
2 	28604 
3 	27306 
1 	15953 
2 	25711 
3 	22135 
1 	16209 
2 	26441 
3 	24293 
1 	16262 
2 	22331 
3 	23838 
1 	14863 
2 	22200 
3 	25974 
1 	15701 
2 	24432 
3 	29229 
1 	15605 
2 	23931 
3 	27190 
1 	15724 
2 	23167 
3 	27696 
1 	15744 
2 	25094 
3 	29785 
1 	15830 
2 	22505 
3 	26467 
1 	15323 
2 	23192 
3 	23171 
1 	14815 
2 	23742 
3 	26886 
1 	17043 
2 	25179 
3 	27023 
1 	13539 
2 	25170 
3 	21669 
1 	13706 
2 	31918 
3 	26356 
1 	15462 
2 	25811 
3 	21401 
1 	16207 
2 	22620 
3 	27207 
1 	14502 
2 	25592 
3 	39474 
1 	15636 
2 	30185 
3 	22383 
1 	15685 
2 	23204 
3 	27951 
1 	13253 
2 	20444 
3 	22060 
1 	15145 
2 	27134 
3 	28563 
