1,52154
2,2.3883e+05
3,40141
1,12230
2,40186
3,58898
1,12476
2,1.0742e+05
3,3.1385e+05
1,13288
2,32255
3,47839
1,14572
2,2.02e+05
3,4.2518e+05
1,13213
2,1.1369e+05
3,1.7778e+05
1,13663
2,65324
3,2.4949e+05
1,28801
2,54952
3,29770
1,34678
2,1.5528e+05
3,3.155e+05
1,17629
2,19678
3,28788
1,12299
2,2.3808e+05
3,4.8327e+05
1,13780
2,85299
3,3.0157e+05
1,12868
2,1.7622e+05
3,5.3077e+05
1,12550
2,1.4953e+05
3,2.3848e+05
1,25777
2,30640
3,44769
1,13272
2,1.8325e+05
3,73636
1,13502
2,1.8212e+05
3,3.5164e+05
1,14989
2,1.074e+05
3,3.4383e+05
1,37486
2,79880
3,29378
1,15194
2,1.7937e+05
3,2.4362e+05
1,14211
2,3.8163e+05
3,5.4611e+05
1,12727
2,2.3449e+05
3,5.1302e+05
1,12141
2,1.3944e+05
3,6.0329e+05
1,36481
2,37179
3,24327
1,14132
2,64955
3,1.3335e+05
1,11967
2,1.6325e+05
3,4.1419e+05
1,12309
2,86656
3,2.8196e+05
1,19321
2,78782
3,37763
1,16366
2,85351
3,26943
1,13930
2,67089
3,2.7332e+05
1,14260
2,1.1936e+05
3,2.7806e+05
1,13826
2,95890
3,3.0255e+05
1,15479
2,2.0523e+05
3,4.284e+05
1,19345
2,24721
3,32671
1,25460
2,82585
3,57155
1,28937
2,99395
3,28981
1,13292
2,1.1536e+05
3,2.4348e+05
1,28937
2,99395
3,29202
1,14372
2,1.0963e+05
3,2.8578e+05
1,25824
2,1.1399e+05
3,1.9239e+05
1,13253
2,75480
3,2.6234e+05
1,14532
2,1.4385e+05
3,3.4016e+05
1,13262
2,1.3428e+05
3,3.2373e+05
1,14522
2,51602
3,65019
1,14371
2,56741
3,15509
1,19175
2,25219
3,23968
1,45025
2,52722
3,25133
1,17664
2,59931
3,1.0163e+05
1,12428
2,78517
3,2.5938e+05
1,11946
2,30263
3,91089
1,12596
2,58178
3,1.4962e+05
1,13043
2,50488
3,1.3023e+05
1,18491
2,26688
3,41017
1,19888
2,36931
3,70856
1,12306
2,58522
3,2.7349e+05
1,14803
2,1.6056e+05
3,1.6574e+05
1,13332
2,69658
3,2.0317e+05
1,14859
2,1.1694e+05
3,2.3848e+05
1,32211
2,21436
3,30864
1,17999
2,29260
3,28503
1,15906
2,29282
3,56720
1,15547
