1,1.4192e+05
2,25180
3,21485
1,17159
2,25118
3,24976
1,26863
2,34788
3,30304
1,24180
2,28816
3,18678
1,38014
2,24889
3,23202
1,15074
2,1.9522e+05
3,30769
1,16233
2,1.1216e+05
3,2.8948e+05
1,15182
2,1.008e+05
3,2.508e+05
1,13720
2,1.2426e+05
3,3.1546e+05
1,13856
2,1.1803e+05
3,2.7042e+05
1,16304
2,54708
3,1.2824e+05
1,15032
2,31288
3,1.062e+05
1,14110
2,1.109e+05
3,1.0123e+05
1,15959
2,1.0781e+05
3,3.1493e+05
1,16787
2,1.1354e+05
3,1.8505e+05
1,14931
2,1.1048e+05
3,1.9086e+05
1,15438
2,1.1437e+05
3,2.9058e+05
1,14514
2,1.4236e+05
3,1.1982e+05
1,16515
2,56390
3,1.7545e+05
1,20393
2,67971
3,70539
1,19775
2,1.0564e+05
3,39472
1,13679
2,1.213e+05
3,1.1889e+05
1,15778
2,51556
3,14627
1,14698
2,1.3541e+05
3,3.3438e+05
1,16295
2,90945
3,1.4211e+05
1,13468
2,1.0716e+05
3,1.4827e+05
1,20393
2,68771
3,70539
1,13307
2,63755
3,1.7092e+05
1,14617
2,49363
3,36096
1,20341
2,67489
3,24719
1,1.1775e+05
2,37377
3,19850
1,44231
2,24071
3,25554
1,52257
2,23427
3,20193
1,54630
2,19031
3,20331
1,1.1775e+05
2,37377
3,19644
1,27436
2,1.3157e+05
3,2.6344e+05
1,23929
2,18342
3,20674
1,20086
2,31640
3,19023
1,14577
2,53966
3,15097
1,14968
2,94459
3,1.1959e+05
1,14707
2,64117
3,1.2587e+05
1,13761
2,82365
3,1.896e+05
1,27308
2,1.1554e+05
3,2.6344e+05
1,15232
2,1.0499e+05
3,1.5329e+05
1,16084
2,1.3887e+05
3,2.8478e+05
1,15234
2,1.2362e+05
3,21497
1,14284
2,57554
3,21704
1,13558
2,1.261e+05
3,2.1428e+05
1,16756
2,68881
3,76771
1,15627
2,1.0499e+05
3,1.5329e+05
1,15932
2,45433
3,31127
1,21337
2,20511
3,29915
1,17254
2,1.1402e+05
3,44867
1,15587
2,63079
3,18885
1,15341
2,1.0485e+05
3,52399
1,17254
2,1.1402e+05
3,44867
1,12993
2,2.1993e+05
3,4.5669e+05
1,13775
2,1.9943e+05
3,3.0655e+05
1,13256
2,51681
3,1.4296e+05
1,14435
2,1.0018e+05
3,2.4384e+05
1,14370
2,1.2454e+05
3,2.4948e+05
1,14761
2,27879
3,40855
1,15834
2,1.1648e+05
3,1.4373e+05
1,14602
2,1.1246e+05
3,63152
1,72991
2,26316
3,20543
1,21709
2,24340
3,20205
1,26031
2,19855
3,20469
1,36932
2,23730
3,20344
1,42951
2,25392
3,16149
