1,80614
2,36796
3,29614
1,70327
2,26715
3,24961
1,24544
2,25591
3,23243
1,28271
2,2.536e+05
3,4.614e+05
1,24980
2,38710
3,99878
1,48157
2,23544
3,25534
1,28271
2,2.536e+05
3,4.614e+05
1,14507
2,1.5475e+05
3,5.3447e+05
1,15254
2,1.0558e+05
3,3.6614e+05
1,14596
2,33672
3,1.3411e+05
1,13327
2,97523
3,1.0316e+05
1,17575
2,1.9129e+05
3,1.4378e+05
1,14735
2,89176
3,1.9707e+05
1,15103
2,97897
3,87524
1,13955
2,2.0323e+05
3,5.7999e+05
1,14400
2,1.9001e+05
3,5.7005e+05
1,1.2173e+05
2,28854
3,28101
1,43123
2,30374
3,24925
1,73416
2,56773
3,32111
1,22166
2,32585
3,46368
1,22747
2,36827
3,31852
1,39688
2,23939
3,22877
1,1.1216e+05
2,44344
3,33510
1,36070
2,25974
3,35105
1,16302
2,92788
3,1.5767e+05
1,14664
2,1.7555e+05
3,5.7917e+05
1,15671
2,1.3971e+05
3,2.7438e+05
1,16252
2,1.3548e+05
3,3.6039e+05
1,15910
2,73828
3,2.2725e+05
1,14974
2,73731
3,2.3036e+05
1,16537
2,54627
3,1.3368e+05
1,15386
2,1.9193e+05
3,5.7917e+05
1,1.0786e+05
2,33403
3,35517
1,65491
2,34131
3,25247
1,25111
2,44303
3,31311
1,14376
2,86983
3,68469
1,16324
2,61032
3,1.9388e+05
1,17135
2,2.7277e+05
3,3.4321e+05
1,15263
2,1.1952e+05
3,4.2579e+05
1,14503
2,75779
3,2.3886e+05
1,14834
2,1.6239e+05
3,5.5806e+05
1,16841
2,56454
3,1.8677e+05
1,17713
2,2.0068e+05
3,5.6034e+05
1,13445
2,2.635e+05
3,4.4663e+05
1,14032
2,63906
3,1.799e+05
1,13947
2,92178
3,3.8423e+05
1,23163
2,28203
3,24753
1,1.0707e+05
2,24147
3,17260
1,47924
2,20960
3,23765
1,1.0707e+05
2,22473
3,25565
1,46610
2,20960
3,24146
1,1.101e+05
2,24713
3,28170
1,27738
2,23395
3,22724
1,21263
2,33477
3,20464
1,15034
2,2.2941e+05
3,5.2759e+05
1,14483
2,86221
3,1.4541e+05
1,13417
2,82165
3,3.6683e+05
1,14003
2,1.0658e+05
3,1.6912e+05
1,14125
2,91468
3,2.6219e+05
1,13802
2,1.3353e+05
3,4.0874e+05
1,13741
2,49601
3,1.5888e+05
1,13162
2,85600
3,4.0782e+05
1,14901
2,2.2733e+05
3,5.2759e+05
1,14681
2,91468
3,2.6219e+05
1,63034
2,25892
3,27028
1,32363
2,53253
3,25038
1,26086
2,23490
3,32202
1,1.0969e+05
2,36508
3,28916
1,52418
2,29657
3,23652
1,32884
2,51408
3,97305
1,34290
2,23585
3,22414
1,36308
2,34604
3,74388
1,1.1675e+05
2,33795
3,26782
1,15139
2,1.6138e+05
3,3.8343e+05
1,14888
2,1.86e+05
3,4.8183e+05
1,12513
2,1.2291e+05
3,2.3109e+05
1,12819
2,1.1066e+05
3,2.877e+05
1,14447
2,71316
3,1.0283e+05
1,17380
2,31174
3,1.3732e+05
1,16234
2,88860
3,2.0391e+05
1,15786
2,58437
3,71115
1,17075
2,48984
3,62122
1,14988
2,46849
3,1.524e+05
1,13876
2,1.015e+05
3,1.8928e+05
1,14032
2,1.2492e+05
3,2.8317e+05
1,13808
2,1.8134e+05
3,3.7668e+05
1,13871
2,89558
3,2.6052e+05
1,12965
2,43408
3,1.3439e+05
1,14883
2,39278
3,70133
1,31165
2,31049
3,27709
1,40399
2,68163
3,1.5009e+05
1,49839
2,27544
3,78346
1,35617
2,24034
3,28439
1,38939
2,25675
3,20287
1,78452
2,32679
3,32591
1,31835
2,26568
3,48395
1,89131
2,45254
3,27116
1,25038
2,29019
3,25816
1,29217
2,24411
3,21130
1,23664
2,26732
3,26831
1,20521
2,24380
3,30511
1,79896
2,29904
3,27398
1,16296
2,3.1009e+05
3,7.4466e+05
1,15118
2,58684
3,2.1792e+05
1,15502
2,29176
3,73055
1,42463
2,68163
3,1.486e+05
1,34336
2,1.0347e+05
3,3.2232e+05
1,14219
2,1.6015e+05
3,1.394e+05
1,17272
2,1.1452e+05
3,4.2261e+05
1,15955
2,40862
3,1.3598e+05
1,14847
2,1.8536e+05
3,4.2139e+05
1,11698
2,1.0015e+05
3,3.6982e+05
1,21661
2,34609
3,1.0145e+05
1,31382
2,44931
3,1.8052e+05
1,30841
2,69198
3,44627
1,33575
2,35059
3,27864
1,33031
2,31914
3,32831
1,23490
2,24768
3,31528
1,29450
2,24371
3,22972
1,20456
2,70551
3,84446
1,30191
2,50412
3,81722
1,26617
2,25351
3,24524
1,19511
2,22004
3,24219
1,25044
2,40536
3,23039
1,1.2262e+05
2,30526
3,26699
1,15263
2,92174
3,2.8483e+05
1,13551
2,1.5456e+05
3,4.5092e+05
1,14208
2,1.5921e+05
3,4.0381e+05
1,14513
2,2.4149e+05
3,4.8282e+05
1,13463
2,83513
3,3.786e+05
1,14767
2,67993
3,3.1356e+05
1,15081
2,2.4071e+05
3,4.8282e+05
1,14605
2,1.5456e+05
3,4.3158e+05
1,15410
2,1.5215e+05
3,6.0085e+05
1,14409
2,1.6059e+05
3,4.0455e+05
1,16164
2,74771
3,1.2669e+05
1,16224
2,67958
3,2.2025e+05
1,61426
2,41324
3,31383
1,55716
2,31303
3,24880
1,38738
2,35552
3,24905
1,20473
2,26633
3,32575
1,19480
2,4.4954e+05
3,4.8441e+05
1,21236
2,1.2977e+05
3,8.3915e+05
1,38738
2,32592
3,28133
1,14783
2,99987
3,92948
1,16751
2,1.5903e+05
3,5.4919e+05
1,16993
2,1.1812e+05
3,80911
1,14441
2,1.3867e+05
3,3.1808e+05
1,14892
2,1.4472e+05
3,84313
1,16631
2,1.06e+05
3,3.2083e+05
1,15990
2,83490
3,2.5115e+05
1,17193
2,34479
3,1.2988e+05
1,19457
2,77453
3,6.6732e+05
1,19480
2,4.2814e+05
3,4.8441e+05
1,41982
2,23646
3,28141
1,70597
2,27269
3,29196
1,32789
2,26165
3,26609
1,30051
2,25287
3,85543
1,36215
2,28180
3,27990
1,21256
2,30678
3,62585
1,16995
2,72808
3,1.3208e+05
1,26380
2,27101
3,27186
1,14122
2,1.1269e+05
3,3.8882e+05
1,13158
2,71053
3,1.6992e+05
1,13384
2,51130
3,1.892e+05
1,15910
2,57368
3,1.7286e+05
1,15867
2,48552
3,77680
1,61831
2,29566
3,34972
1,31866
2,35243
3,27765
1,41383
2,1.206e+05
3,4.6558e+05
1,47684
2,19713
3,21134
1,59349
2,26373
3,19207
1,29923
2,33305
3,36288
1,35524
2,28919
3,28165
1,22658
