1 	11012 
2 	20573 
3 	20262 
1 	12989 
2 	21724 
3 	22280 
1 	12313 
2 	22984 
3 	25116 
1 	12635 
2 	22244 
3 	31883 
1 	13865 
2 	19685 
3 	20909 
1 	13574 
2 	21880 
3 	22163 
1 	12269 
2 	17197 
3 	24802 
1 	13259 
2 	17407 
3 	23470 
1 	14748 
2 	27244 
3 	24380 
1 	13939 
2 	17738 
3 	20197 
1 	15457 
2 	18769 
3 	23926 
1 	14954 
2 	18528 
3 	19482 
1 	14183 
2 	21418 
3 	27877 
1 	14159 
2 	23002 
3 	26044 
1 	13812 
2 	12597 
3 	20414 
1 	13794 
2 	24795 
3 	30540 
1 	13795 
2 	18489 
3 	24663 
1 	12836 
2 	21848 
3 	23052 
1 	11860 
2 	19042 
3 	27772 
1 	13324 
2 	23629 
3 	29031 
1 	11939 
2 	21099 
3 	28344 
1 	13550 
2 	21140 
3 	22234 
1 	13144 
2 	22147 
3 	31250 
1 	10763 
2 	21570 
3 	20323 
1 	12131 
2 	18289 
3 	20752 
1 	14470 
2 	19931 
3 	19184 
1 	14777 
2 	27667 
3 	29258 
1 	13422 
2 	26550 
3 	20808 
1 	15775 
2 	26857 
3 	29744 
1 	15922 
2 	25275 
3 	26421 
1 	15558 
2 	19550 
3 	26792 
1 	13869 
2 	20331 
3 	28985 
1 	11412 
2 	27194 
3 	28310 
1 	7899 
2 	22962 
3 	25779 
1 	15967 
2 	22306 
3 	27427 
1 	15412 
2 	23094 
3 	26216 
1 	13391 
2 	24305 
3 	26490 
1 	14730 
2 	26936 
3 	31704 
1 	14930 
2 	23073 
3 	29758 
1 	13888 
2 	23117 
3 	29362 
1 	13535 
2 	23451 
3 	31228 
1 	12190 
2 	24233 
3 	38856 
1 	14190 
2 	21647 
3 	29051 
1 	15251 
2 	18516 
3 	22214 
1 	15986 
2 	21466 
3 	30269 
1 	14974 
2 	21741 
3 	27882 
1 	15390 
2 	22792 
3 	19050 
1 	14030 
2 	21747 
3 	22759 
1 	14589 
2 	25129 
3 	23153 
1 	14815 
2 	23325 
3 	23989 
1 	12786 
2 	23256 
3 	27779 
1 	13189 
2 	26102 
3 	29811 
1 	13583 
2 	20281 
3 	24201 
1 	15328 
2 	21885 
3 	30001 
1 	15650 
2 	24265 
3 	27575 
1 	14919 
2 	20600 
3 	32625 
1 	15998 
2 	26071 
3 	32139 
1 	14636 
2 	22417 
3 	26286 
1 	13578 
2 	20592 
3 	32192 
1 	12816 
2 	28886 
3 	34970 
1 	12457 
2 	19973 
3 	28540 
1 	12776 
2 	23742 
3 	29371 
1 	14838 
2 	23357 
3 	25244 
1 	15879 
2 	24573 
3 	27856 
1 	15707 
2 	27484 
3 	29650 
1 	15491 
2 	20726 
3 	29510 
1 	15373 
2 	26082 
3 	31228 
1 	13813 
2 	26866 
3 	26790 
1 	14904 
2 	25546 
3 	25003 
1 	15883 
2 	21063 
3 	20249 
1 	15304 
2 	21438 
3 	27776 
1 	14545 
2 	17171 
3 	20184 
1 	13736 
2 	20280 
3 	20066 
1 	12190 
2 	21439 
3 	24289 
1 	13831 
2 	23654 
3 	28162 
1 	15472 
2 	22096 
3 	27233 
1 	13411 
2 	25200 
3 	31385 
1 	12044 
2 	24390 
3 	25315 
1 	12756 
2 	29013 
3 	23315 
1 	11827 
2 	22131 
3 	22415 
1 	11714 
2 	20999 
3 	19511 
