1,18015
2,1.0393e+05
3,1.5571e+05
1,16092
2,25125
3,22336
1,14566
2,1.0504e+05
3,1.2562e+05
1,19274
2,37809
3,40749
1,30968
2,94762
3,2.1368e+05
1,42297
2,97113
3,1.1658e+05
1,25144
2,21621
3,26230
1,17990
2,52275
3,23343
1,18015
2,1.0427e+05
3,1.552e+05
1,15240
2,97126
3,2.0673e+05
1,14566
2,1.0504e+05
3,1.2562e+05
1,15089
2,1.4446e+05
3,2.3941e+05
1,16642
2,81327
3,2.0666e+05
1,15089
2,61989
3,2.1383e+05
1,14397
2,75502
3,2.2411e+05
1,14590
2,1.4113e+05
3,1.7163e+05
1,14074
2,46501
3,91505
1,15995
2,78413
3,21188
1,14933
2,67172
3,75157
1,13385
2,1.9509e+05
3,1.1564e+05
1,40818
2,97113
3,1.1658e+05
1,35639
2,1.8381e+05
3,3.1176e+05
1,17561
2,1.8541e+05
3,2.126e+05
1,41673
2,28325
3,23600
1,20765
2,2.7104e+05
3,3.4162e+05
1,37203
2,64646
3,20871
1,22850
2,24197
3,21144
1,16896
2,4.5806e+05
3,3.1388e+05
1,38568
2,84536
3,17555
1,22640
2,37295
3,48978
1,15876
2,85650
3,44637
1,15789
2,1.403e+05
3,2.7621e+05
1,15556
2,73517
3,1.3238e+05
1,14681
2,96857
3,1.0565e+05
1,20765
2,2.6257e+05
3,3.4162e+05
1,23270
2,1.7368e+05
3,3.464e+05
1,15325
2,57781
3,96495
1,14694
2,52614
3,1.4454e+05
1,13577
2,1.3179e+05
3,2.1783e+05
1,14629
2,1.0667e+05
3,2.0057e+05
1,38400
2,84536
3,25741
1,14712
2,71542
3,95560
1,14835
2,1.2325e+05
3,78891
1,28233
2,23052
3,23253
1,25776
2,23530
3,22317
1,22486
2,80641
3,91953
1,27086
2,17800
3,25122
1,21664
2,1.0483e+05
3,24179
1,18134
2,18553
3,25779
1,20857
2,14464
3,23499
1,85026
2,22674
3,20394
1,20946
2,14772
3,13052
1,12508
2,1.6942e+05
3,3.4074e+05
1,16095
2,59426
3,72726
1,13394
2,1.6454e+05
3,1.3654e+05
1,16082
2,1.5846e+05
3,3.0366e+05
1,15893
2,53440
3,1.0218e+05
1,15133
2,98477
3,2.6463e+05
1,15328
2,80838
3,1.6871e+05
1,15737
2,74099
3,70465
1,13664
2,87965
3,2.0947e+05
1,15365
2,38594
3,28008
1,40421
2,38901
3,20884
1,20648
2,22387
3,29007
1,17777
2,44910
3,23373
1,25106
2,37968
3,21228
1,14821
2,2.4681e+05
3,1.5728e+05
1,15837
2,91814
3,1.9181e+05
1,14981
2,90350
3,2.2388e+05
1,14653
2,91100
3,94094
1,15641
2,57168
3,82563
1,12715
2,40269
3,81662
1,15080
2,85576
3,1.2977e+05
1,15413
2,54043
3,1.5192e+05
1,12641
2,47715
3,56939
1,14775
2,45402
3,55437
1,20769
2,19594
3,18744
1,34823
2,24111
3,23263
1,25340
2,28122
3,17451
1,21544
2,31427
3,23602
1,29088
2,21362
3,19319
1,32843
2,18589
3,21892
1,18839
2,62153
3,42156
1,14391
2,1.343e+05
3,2.0132e+05
1,14884
2,55336
3,45449
1,15091
2,83217
3,2.1724e+05
1,10163
2,54459
3,1.797e+05
1,15032
2,68114
3,68475
1,13698
2,54183
3,69899
1,12979
2,98613
3,2.1252e+05
1,13724
2,1.0966e+05
3,1.414e+05
1,15180
2,73127
3,1.1393e+05
1,13755
2,1.0349e+05
3,2.2344e+05
1,52990
2,31292
3,25895
1,58142
2,25170
3,23736
1,24139
2,23726
3,22201
1,19080
2,20302
3,26501
1,22137
2,25791
3,23351
